The Public House Café n Restaurant,+91 7869950567,"Mahadev Complex, Lower Ground Floor, Shivaji Nagar Opposite Board Office, Maharana Pratap Nagar, Bhopal",4.5,₹800,11AM to 11PM (Mon-Sun),248 votes
The Mark Hotel and Club,"0755 4013810, 0755 2499940","NH 12, Hoshangabad Road, Gulmohar Colony, Bhopal",3.4,"₹1,000","12Noon to 4PM, 5PM to 11PM (Mon-Sun)",31 votes
Yo! Chinese,"0755 4209999, +91 8962148003","Plot 9, Zone 1, Maharana Pratap Nagar, Bhopal",2.8,₹500,"12Noon to 10:30PM (Mon-Sat),2PM to 10:30PM (Sun)",29 votes
Cafe Hidden Paradise,+91 8109050094,"Maltash Regency, Gulmohar Colony, Bhopal",3.2,₹400,7AM to 11PM (Mon-Sun),11 votes
Meraki,0755 4078000,"Left from Trilanga Signal, Opposite Shweta Mandir, Gulmohar Colony, Bhopal",3.2,₹600,11AM to 11:30PM (Mon-Sun),26 votes
Kwality Restaurant,"+91 9907510606, 0755 4224744","New Market, TT Nagar, Bhopal",2.6,₹500,9:30AM to 11PM (Mon-Sun),33 votes
Food Craft Restaurant,0755 3253216,"C-8, Near Bank of Maharasthtra, Mandakani Society, Kolar Road, Arera Colony, Bhopal",2.4,₹500,9AM to 11PM (Mon-Sun),23 votes
Sagar Restaurant,0755 2554537,"73 Zone 1, Maharana Pratap Nagar, Bhopal",3.4,₹400,10:30AM to 11PM (Mon-Sun),27 votes
Lazeez E Ranjeet,0755 2740500,"3, Hotel Ranjeet, Opposite Alpan Cinema, Hamidia Road, Peer Gate Area, Bhopal",3.4,₹800,10AM to 12Midnight (Mon-Sun),18 votes
Cakewalk,0755 4222214,"Shop A3, Plot 44, Near HDFC Bank, Chunna Bhatti, Kolar Road, Arera Colony, Bhopal",3.6,₹200,"11AM to 10PM (Mon, Wed, Thu, Fri, Sat, Sun), 4PM to...",20 votes
Padharo Sa,0755 4001618,"B 10, Siddhartha Campus, Gulmohar Colony, Bhopal",2.8,₹200,8AM to 11PM (Mon-Sun),21 votes
F For Fries,+91 9039261527,"129/A, Fmpcci Building, Malviya Nagar, Opposite Gammon Mall, TT Nagar, Bhopal",3.4,₹250,11AM to 11PM (Mon-Sun),11 votes
Andhra Mirchi,+91 8349037989,"Trilanga Main Road, Near Aura Mall, Shahpura, Bhopal, Madhya Pradesh",2.8,"₹1,200",9AM to 11PM (Mon-Sun),18 votes
Murga On Wheels,+91 9229589373,"Bus Stop Number 6, Shivaji Nagar, Maharana Pratap Nagar, Bhopal",2.7,₹300,"7AM to 11PM (Mon, Wed, Thu, Fri, Sat, Sun), Closed...",33 votes
Naveen's Bapu Ki Kutia,"+91 9111115730, +91 7554908080","Shop No 13-17, 1st Floor, Amaltas Green Heights, Near Aura Mall, Gulmohar Colony, Bhopal",2.9,₹550,12Noon to 10:30PM (Mon-Sun),12 votes
Wonder Bread,0755 4297897,"Relaible House, Bada Colony, Kohefiza, Bhopal",3.1,₹300,9AM to 11PM (Mon-Sun),7 votes
Xtreme Sports Bar,+91 7049856161,"3rd Floor, Ashima Mall, Gulmohar Colony, Bhopal",3.3,"₹1,500",11:30AM to 11PM (Mon-Sun),17 votes
Kailash Parbat,+91 7552444999,"C Wing, Ground Floor, Shrishti CBD, Gammon Square, New Market, Bhopal, TT Nagar, Bhopal",3.2,₹500,11AM to 11PM (Mon-Sun),20 votes
Best Bites,+91 9111470733,"Shop No 2A, Abhinav Arcade, Bawadiya Colony, Arera Colony, Bhopal",3.2,₹450,11AM to 11PM (Mon-Sun),20 votes
Indian Coffee House,0755 2683041,"13- B, Indrapuri, BHEL, Bhopal",2.6,₹500,10AM to 10PM (Mon-Sun),12 votes
TRIO Beer Pub & Restaurant,+91 7049856161,"Ashima Mall, 3rd Floor, Misrod Road, Hoshangabad Road, Gulmohar Colony, Bhopal",3.4,"₹1,200",11:30AM to 12Midnight (Mon-Sun),13 votes
Jameel Restaurant,+91 9229663727,"Shop 1, Street 1, Near Moti Masjid, Ibrahimpura, Peer Gate Area, Bhopal",3.3,₹350,9AM to 12Midnight (Mon-Sun),23 votes
Moti Mahal Delux,0755 4053302,"Second Floor, Aashima Mall, Gulmohar Colony, Bhopal",2.6,₹800,11AM to 11PM (Mon-Sun),25 votes
Qrawcity Lounge and Restaurant,0755 4904499,"130, Birla Mandir Road, Near Malviya Complex, TT Nagar, Bhopal",2.6,₹600,"11AM to 11PM (Mon, Tue, Wed, Thu, Sun), 11AM to...",20 votes
Tapti Restaurant,"0755 2553551, 0755 4221836","44, GTB Complex, TT Nagar, Bhopal",2.5,₹300,11AM to 11PM (Mon-Sun),32 votes
Arpit's Rivaayat,+91 7000193253,"36/1, Narayan Nagar, Bhopal, Madhya Pradesh, Bhopal, Bhopal",NEW,₹400,"1PM to 11PM (Mon, Wed, Thu, Fri, Sat, Sun), Closed...",NEW
Zauq,+91 9713955142,"Food Point 4, Near Boat Club, TT Nagar, Bhopal",2.5,₹600,"6AM to 10AM, 1:30PM to 11PM (Mon-Sun)",20 votes
Dana Pani Restaurant,+91 9826053400,"Stop No.12, Near Hi Tech City, Arera Colony, Bhopal",2.7,₹700,11AM to 11PM (Mon-Sun),25 votes
The Sandwich Cafe,+91 8319756286,"21, Zone-1, Maharana Pratap Nagar, Bhopal",2.9,₹500,11:30AM to 10:30PM (Mon-Sun),8 votes
Waterville,+91 9644142777,"Behind Akash Picnic Hut, Sehore Road, Kohefiza, Bhopal",2.9,₹800,1PM to 12Midnight (Mon-Sun),8 votes
Coriander Leaf,+91 7556606600,"Jehan Numa Retreat, Dr. Sallem Ali Road, Near Van Vihar Bhopal",3.3,"₹1,500","12Noon to 3PM, 7PM to 11PM (Mon-Sun)",12 votes
Malgudi Restaurant,+91 9425028693,"Opposite LNCT College, Malgudi Fort, Raisen Road, BHEL, Bhopal",2.6,₹500,11AM to 12Midnight (Mon-Sun),23 votes
Shanghai Post,Not available for this place,"Third Floor, DB City Mall, Maharana Pratap Nagar, Bhopal",2.3,₹500,11AM to 11PM (Mon-Sun),22 votes
Uncle's Kitchen,+91 9981863299,"45 Bunglows, Bhadbhada Road, North TT Nagar, TT Nagar, Bhopal",3.2,₹400,11AM to 10PM (Mon-Sun),9 votes
Sweet Posse,+91 9589320622,"Peoples Campus, Bhanpur, JP Nagar, Bhopal",3.2,₹400,11AM to 10:30PM (Mon-Sun),10 votes
7 Course,+91 9826677733,"Shop No. G-10, KK Platinum, Trilanga, Gulmohar Colony, Bhopal",2.6,₹400,10:30AM to 10:30PM (Mon-Sun),14 votes
Faasos,+91 9300344675,"DB Mall, Maharana Pratap Nagar, Bhopal",2.4,₹500,9AM to 12Midnight (Mon-Sun),16 votes
Zahaz Restro Lounge,+91 9109767726,"New Kerwa Junction, Barkhedi Kalan, Bhadbhada Road, Bhopal",3,₹800,11AM to 11PM (Mon-Sun),5 votes
The Black Pepper Restaurnat,"0755 4222150, +91 7869178242","B 185, Indra Vihar Colony, Opposite Gulmohar Garden, Airport Area, Bhopal",3,₹550,11AM to 11PM (Mon-Sun),12 votes
Bajrang Restaurant,0755 2755185,"Near Hanuman Mandir, Jublee Gate, Raisen Road, BHEL, Bhopal",2.5,₹300,10AM to 9PM (Mon-Sun),19 votes
AJ's Cafe,+91 8305551114,"Shop 4, 131/10, Golden Tower, Zone 2, Maharana Pratap Nagar, Bhopal",3,₹500,11AM to 11PM (Mon-Sun),11 votes
Fourved Café,+91 9993043001,"S11, Second Floor, Aura Mall Trilanga Road, Gulmohar Colony, Bhopal",2.9,₹400,12Noon to 11PM (Mon-Sun),8 votes
Dosa Junction,+91 7554007154,"Shop 1, Chittod Complex, Opposite Miracle Hospital, Zone - 1, Maharana Pratap Nagar, Bhopal",3,₹400,1:30PM to 10:30PM (Mon-Sun),9 votes
Cloud 9,+91 9977513555,"5th Floor, City Walk Mall, Near Lalghati, Kohefiza, Bhopal",3.2,₹500,7AM to 11PM (Mon-Sun),4 votes
Bawarchi Restaurant,+91 9893293793,"Hoshangabad Road, Before Aashima Mall, Gulmohar Colony, Bhopal",3.3,₹800,11:30AM to 12Midnight (Mon-Sun),23 votes
Hotel Shankar,+91 9893521519,"117, BDA Complex, Stop Number 7, Arera Colony, Bhopal",2.7,₹300,11AM to 11PM (Mon-Sun),16 votes
The Highway Kitchen,+91 9893781949,"49, Hoshangabad Road, Danish Nagar, Chinar Fortune City, Bhopal",2.8,₹400,12Noon to 11PM (Mon-Sun),12 votes
Shobhit's Food Storm,+91 9993950888,"22, Guliya Dai Street, Lalwani Press, Itwara Road, Peer Gate Area, Bhopal",3.1,₹250,12Noon to 12Midnight (Mon-Sun),10 votes
Angithi Restaurant,0755 4237672,"Kamla Park Road, Yamuna Square, Proffesor Colony, Near Kilol Park Petrol Pump, Shymala Hills, TT Nagar, Bhopal",2.9,₹500,6PM to 11:30PM (Mon-Sun),19 votes
Zauq - The Mughal Taste,+91 8435100942,"Food point no.4, adjacent to Main Boat Club, Vanvihar Road, near Maharana Pratap Nagar, Bhopal",3,₹700,1:30PM to 11PM (Mon-Sun),9 votes
Hotel Rajhans,"0755 4244263, +91 9752275522","Mandir Kamali Road, Ghora Nikkas, Peer Gate Area, Bhopal",3.3,₹400,11AM to 11PM (Mon-Sun),14 votes
Milan Restaurant,0755 4044453,"Shop 6-7, Platinum Plaza, TT Nagar, Bhopal",3.1,₹300,10:30AM to 10:30PM (Mon-Sun),7 votes
Air Kitchen Restaurant,+91 9752686939,"People's Mall, Bhanpura Road, Bhopal",3.2,₹600,10:30AM to 10PM (Mon-Sun),6 votes
Dhaba Cafe,+91 7722906906,"81, Near Akash Institute, Zone 2, Maharana Pratap Nagar, Bhopal",3.1,₹300,11AM to 10PM (Mon-Sun),7 votes
Top N Town,+91 7389005193,"9, Zone 1, Maharana Pratap Nagar, Bhopal",3.3,₹200,11:30AM to 11PM (Mon-Sun),15 votes
Moksh,+91 9098015075,"Alark Mall, LG-9, Airport Road, Lalghat Square, Kollu Kheri, Lalghati, Bhopal",2.7,"₹1,100",11AM to 11PM (Mon-Sun),7 votes
Aroma Cafe & Restaurant,"0755 4058899, 0755 4565600","Hotel Western, A101-102,Orchard Point, Palace Orchard, Kolar Main Road, Near Arera Colony, Bhopal",3.2,₹800,"7AM to 10AM, 12:30PM to 3PM, 7PM to 11PM (Mon-Sun)",10 votes
Balwir Da Dhaba,"+91 9669842380, +91 9630020219","106, Ashok Garden, Jhangirabad, Bhopal",3.1,₹350,11AM to 11PM (Mon-Sun),7 votes
Ocean Cafe,+91 9109062509,"V8, South City Enclave, Bawadiya Kalan Road, Rohit Nagar, Gulmohar Colony, Bhopal",NEW,₹500,"11AM to 11PM (Mon-Fri),9AM to 11PM (Sat-Sun)",NEW
The Cheeze,Not available for this place,"Opposite Gammon Mall, TT Nagar, Bhopal",NEW,₹400,12Noon to 12:30AM (Mon-Sun),NEW
10th Street Club & Lounge,+91 7554928938,"E-4, GM Towers, Arera Colony, Bhopal",3,₹900,"10AM to 11:30PM (Mon, Tue, Wed, Thu, Fri, Sun), 10AM...",4 votes
The Angry Chef,+91 9174056977,"Arera Colony, Bhopal",-,₹300,11AM to 11PM (Mon-Sun),NEW
Goldmine Bar,+91 7552467188,"East-3, Unnamed Road, Arera Colony, Bhopal",NEW,₹700,11AM to 11:30PM (Mon-Sun),NEW
Mughlai,"+91 9826010626, +91 7869900951","10,Masjid Kirol Park, Off Kamla Park Road, TT Nagar, Bhopal",2.7,₹250,12Noon to 11:30PM (Mon-Sun),6 votes
Food Garage,"0755 4229684, +91 9981135018","S-52,GTB Complex, New Market, TT Nagar, Bhopal",2.8,₹450,8AM to 11PM (Mon-Sun),10 votes
The Zara's,+91 8370000281,"31, Neelam Colony, Near Lily Talkies, Peer Gate Area, Bhopal",3.1,₹700,12Noon to 12Midnight (Mon-Sun),9 votes
Moti Mahal Delux Tandoori Trail,0755 4053303,"1, Food Court, Ashima Mall, Gulmohar Colony, Bhopal",2.8,₹350,11AM to 11PM (Mon-Sun),8 votes
Hyderabadi Bawarchi,"+91 9806562133, +91 9591205444","191, Rohit Nagar, Bawadiya Kalan, Gulmohar Colony, Bhopal",3.2,₹800,8AM to 11PM (Mon-Sun),10 votes
Curry Leaf,+91 9644004421,"E2/3, Obedulla Ganj Road, Opposite Habibganj Railway Station, Arera Colony, Bhopal, Madhya Pradesh 462016",-,₹800,7AM to 11PM (Mon-Sun),NEW
Amulya Restaurant,"0755 2427148, +91 9826057495","12 Number Bus Stop, Near Ishwar Nagar Main Gate, Arera Colony, Bhopal",2.5,₹350,11AM to 12Midnight (Mon-Sun),17 votes
Hill Point,"+91 9826088104, +91 9893405360","Doordarshan Road, Shymala Hills, TT Nagar, Bhopal",-,₹650,10AM to 11PM (Mon-Sun),NEW
1UP Barbeque,+91 9300871525,"Beside Paliwal Hospital, Near ISBT, Habib Ganj, Bhopal, Madhya Pradesh",-,₹750,11AM to 11PM (Mon-Sun),NEW
Kachnaar - Hotel Raja Bhoj,"0755 4005514, +91 8878781760","Ayodhya Bypass Road, Hotel Raja Bhoj, People's Campus, People's Group, Bhanpur, JP Nagar, Bhopal",3.3,₹800,11AM to 11PM (Mon-Sun),16 votes
Aqua Multi Cuisine Restaurant,0755 4032900,"Hotel Kwality Motel Shiraz, Shivaji Nagar, Zone 2, Maharana Pratap Nagar, Bhopal",3.1,₹500,11AM to 11PM (Mon-Sun),6 votes
Nishevan,0755 2555702,"211,Hotel Nisarg, Zone 1, Maharana Pratap Nagar, Bhopal",3.1,₹800,11AM to 11PM (Mon-Sun),6 votes
F Cube cafe and Restaurant,0755 4232223,"Plot R-2, Zone 1, M.P. Nagar, Maharana Pratap Nagar, Bhopal",3.1,₹500,12Noon to 11PM (Mon-Sun),7 votes
Alfresco -The Food Truck,+91 9109590175,"Near Ashima Mall, Gulmohar Colony",3,₹400,6PM to 11PM (Mon-Sun),4 votes
Rajoriya Restaurant,+91 9827766520,"Shop number 22, J K Road, Bhopal",NEW,₹300,6AM to 11PM (Mon-Sun),NEW
Chache Da Dhaba,+91 9826247184,"15-16, Satellite Plaza, Ayodhya Nagar, BHEL, Bhopal",3,₹300,11AM to 11PM (Mon-Sun),5 votes
Shivle's Evening Point,+91 9425009217,"7, Bittan Market, Arera Colony, Bhopal",3,₹650,5PM to 11PM (Mon-Sun),14 votes
Gurunanak Panjabi Dhaba,Not available for this place,"Lal Ghati, Opposite HP Petrol Pump, Kohefiza, Bhopal",2.9,₹400,12Noon to 11:30PM (Mon-Sun),5 votes
Hotel Rajdhani,"0755 2560560, +91 9827055859","11, Sai Baba Board, Arera Colony, Bhopal",3.1,₹250,11AM to 10:30PM (Mon-Sun),13 votes
Jharoka - Hotel Imperial Sabre,0755 4247257,"VIP Road, Ahmedabad, Kohefiza, Bhopal",3.1,"₹1,500",11:30AM to 12Midnight (Mon-Sun),7 votes
Punjab Ka Chole Bature,+91 9584884932,"Shop No 5, New Market, TT Nagar, Bhopal",2.6,₹200,10AM to 10PM (Mon-Sun),9 votes
Mezbaan Bhopal,0755 4904486,11-12 Ameen Manzil Tatpar Blood Bank Near Lily Tradewing,3.2,₹500,12Noon to 11PM (Mon-Sun),8 votes
MoShik's Homemade Chocolates,"+91 8982712308, +91 8602228389",,3.2,₹200,7AM to 10PM (Mon-Sun),10 votes
Shoonya Cafe,+91 9826235179,"Nav Door Sanchar Nagar, Rohit Nagar, Bawadiya Kalan, Gulmohar Colony, Bhopal",-,₹600,11AM to 10PM (Mon-Sun),NEW
Woodz Inn,+91 8871917000,"Aero Resort, Asaram Ashram Chowraha, Gandhi Nagar, Airport Area, Bhopal",2.7,₹800,1PM to 12Midnight (Mon-Sun),6 votes
Anjani Bhojnalay,0755 4231994,"Plot No 92, Zone 2, Maharana Pratap Nagar, Bhopal",3,₹300,11AM to 11PM (Mon-Sun),12 votes
Ripples,0755 2661964,"Hotel Lake View Ashok, Doordarshan Road, TT Nagar, Bhopal",2.9,"₹1,200",11AM to 11:30PM (Mon-Sun),8 votes
The Fit Kitchen,+91 9179744872,"33, Next to Siddharth Public School, Chanakyapuri, Minal Residency, BHEL, Bhopal",3.1,₹200,4PM to 11PM (Mon-Sun),7 votes
Total Refreshing Point,+91 7692006985,"Campion School Shahpura, Bhopal, Arera Colony, Bhopal",3.1,₹200,6PM to 11PM (Mon-Sun),5 votes
Time Out,0755 4033400,"Hotel Rajhans, 268 Zone 2, Maharana Pratap Nagar, Bhopal",3.3,₹550,11AM to 11PM (Mon-Sun),15 votes
Moms Kitchen,+91 9229110333,"Link Road-1, Red Cross Campus, Shivaji Nagar, Maharana Pratap Nagar, Bhopal",-,₹350,24 Hours (Mon-Sun),NEW
Peppers Restaurant & Fast Food,"0755 2461288, 0755 2461289","E-2/18, Hotel Pukhraj, Opposite Habibganj Railway Station, Habib Ganj, Bhopal",3,₹800,8AM to 11PM (Mon-Sun),7 votes
Lams Era,+91 8817737022,"G-2, Plot 131, Narula Complex, Zone 2, Maharana Pratap Nagar, Bhopal",2.8,₹250,11AM to 11PM (Mon-Sun),8 votes
Delight Korner Cafe and Restaurant,"+91 9993897203, +91 9993897203","Plot no. 157 Sector A, Awadhpuri Grah, Nirman Society, BHEL, Bhopal",-,"₹1,200",9AM to 10:30PM (Mon-Sun),NEW
Half Plate,+91 9131487474,"Campian School Road Arera Colony, Bhopal,",3.1,₹350,6PM to 10:30PM (Mon-Sun),5 votes
Sukh Sagar Restaurant,+91 7554937299,"East-5/33, East-5, Arera Colony, Bhopal, Bhopal",NEW,₹800,10AM to 11PM (Mon-Sun),NEW
The Twenties,+91 8719861986,"156, Link Road 1, Zone-I, Maharana Pratap Nagar, Bhopal",2.9,"₹1,100",11AM to 11:30PM (Mon-Sun),6 votes
Imperial Green Restaurant,0755 2556001,"Hotel Residency, 208, Maharana Pratap Nagar, Bhopal",-,"₹1,000",11AM to 11PM (Mon-Sun),NEW
Mom's Kitchen,+91 9399112770,"Shop LG-8, Kartar Arcade, New Capital Petrol Pump, Raisen Road",-,₹300,7AM to 10PM (Mon-Sun),NEW
Blossom Restaurant,"0755 4004080, 0755 4004081","Hotel Shree Vatika, Zone 1, Maharana Pratap Nagar, Bhopal",3.2,₹600,7AM to 11PM (Mon-Sun),6 votes
Nasha,0755 2740500,"Hotel Ranjit Golden Oak Resort, Gulmohar Colony, Bhopal",3,"₹1,000",10AM to 12Midnight (Mon-Sun),5 votes
Sky Height's Lounge & Snooker,0755 2721300,"18, Old MLG Road, SA Complex, Budhwara, Kohefiza, Bhopal",-,₹750,11AM to 6AM (Mon-Sun),NEW
Drool Ah!,+91 9131830640,"Akriti Business Centre, Rohit Nagar Phase 1, Aakriti Ecocity, Salaiya, Gulmohar Colony, Bhopal",3,₹350,11AM to 11PM (Mon-Sun),4 votes
Amar Jyot Restaurant,"0755 2679956, +91 8989441314","Shop 11 -12, Near Government Boys High School, Beragargh, Kohefiza, Bhopal",2.9,₹350,12Noon to 12Midnight (Mon-Sun),4 votes
Delicious Delhi Dhaba,+91 9399630724,"C B Ram Automobiles, Near Zara Meal, Hoshangabad Road",-,₹400,8AM to 12Midnight (Mon-Sun),NEW
Mamaji Jalebi Wale,+91 9039313139,"Address: S.No. 8 & 9, Lakherapura, Ibrahimpura,, Peer Gate Area, Ibrahimpura, Peer Gate Area",-,₹200,7AM to 11PM (Mon-Sun),NEW
Malwa Majesty,"+91 8435093756, 0755 4273293","Near Aashima Mall, Habib Ganj, Bhopal",2.8,₹300,11:30AM to 11:30PM (Mon-Sun),6 votes
Gandhi Dham,+91 9303132544,"1, Roshanpura, TT Nagar, Bhopal",3.1,₹250,10AM to 11PM (Mon-Sun),12 votes
Delhi Darbar,"0755 4221816, +91 9926822256","Samta Chowk, New Market, TT Nagar, Bhopal",2.8,₹600,9AM to 11:30PM (Mon-Sun),6 votes
Shagun Restaurant,"+91 8224087777, +91 8224083333","7 Hawa Mahal Road, Bhavani Chowk, Peer Gate Area, Bhopal",-,₹400,10AM to 11PM (Mon-Sun),NEW
Cafe Indigo,"0755 4254890, +91 9926925158","10, Kolar Castle, Kolar Road, Chuna Bhatti, Gulmohar Colony, Bhopal",3,₹300,10AM to 10PM (Mon-Sun),6 votes
Begum’s BBQ,+91 9770755337,"Nakkar Khana, Peer Gate Area, Bhopal",2.9,₹800,5PM to 11PM (Mon-Sun),6 votes
Daawat,0755 4273333,"R-85, Zone-2, Maharana Pratap Nagar, Bhopal",3,₹300,11AM to 11PM (Mon-Sun),4 votes
Afterdark - Hotel Sarthak,+91 9826822142,"Hotel Sarthak, 1, Link Road, Malviya Nagar, TT Nagar, Bhopal",-,"₹1,500",11AM to 11PM (Mon-Sun),NEW
Pizza Inn,+91 9893298538,"Opposite Petrol Pump, Yamana Square, Polytechnic Square, Kamla Park Road, TT Nagar, Bhopal",3,NILL,NILL,5 votes
Udipi Restaurant,+91 8109501618,"Opposite Sai Mandir, Dwarka Nagar, JP Nagar, Bhopal",2.9,₹400,11AM to 10:30PM (Mon-Sun),4 votes
Saatvik Restaurant,+91 9425892434,"Nayapura Kolar Road, Habib Ganj, Bhopal",3,₹500,8AM to 11PM (Mon-Sun),4 votes
Yafi Kathi Roll,+91 7898361062,"Shop 1 Gulshan-e-Alam ,Opposite Sultania School, Near Bab-e-Ali Stadium Shajahanabad, Peer Gate Area, Bhopal",2.9,₹200,12Noon to 12Midnight (Mon-Sun),4 votes
Makhani Restaurant,"+91 7554939299, +91 7772869897","4/B, Ram Complex, Govind Garden, Raisen Road, Bhopal, Madhya Pradesh",-,"₹1,100",11:30AM to 11PM (Mon-Sun),NEW
R K Regency,"0755 2429952, +91 7389901279","41, Amaltas-1,Chuna Bhatti, Kolar Road, Arera Colony, Bhopal",2.9,₹600,11AM to 11PM (Mon-Sun),4 votes
The Cafe Farzi,+91 7354441259,"196, Link Road 1, Kamdhenu Complex, DB Mall, Zone-I, Maharana Pratap Nagar, Bhopal",-,₹700,11AM to 11PM (Mon-Sun),NEW
Kukuz,"+91 9926332183, +91 9826407850","Danish Nagar Hausangabad Road, Gulmohar Colony, Bhopal",-,₹300,11AM to 11PM (Mon-Sun),NEW
Rasoi,0755 4256351,"6, Hotel Shalimar Deluxe, Datta BuildingN, ear Sangam Cinema, Hamidia Road, Jhangirabad, Bhopal",-,₹800,7:30AM to 10:30PM (Mon-Sun),NEW
