Taste Of India,"L 1, Radhekrishna Shopping Complex, Zone II, M P Nagar, Bhopal - 462011, Behind Sargam Cinema (Map)",4.1,-9152607352,354,https://www.justdial.com/BHOPAL/Taste-Of-India-Behind-Sargam-Cinema-M-P-Nagar/0755P755STD17215_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,08:00 am - 11:00 pm
Ali Baba Caves,"4th floor, Anandam building, Gulmohar Road, Gulmohar Colony, Bhopal - 462039, Opposite Aura Mall (Map)",4.4,-9152621158,11,https://www.justdial.com/Bhopal/Ali-Baba-Caves-Opposite-Aura-Mall-Gulmohar-Colony/0755PX755-X755-161222182943-M2M1_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,10:30 am - 11:30 pm
Evening Point Restaurant,"7, Bittan Market, Main Road, Arera Colony, Bhopal - 462016, Below Sales Tax Building (Map)",4.1,-9152589780,53,https://www.justdial.com/Bhopal/Evening-Point-Restaurant-Below-Sales-Tax-Building-Arera-Colony/0755P755STDF000256_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,12:30 pm - 11:00 pm
Taste Of Punjab,"Hotel Ganpati, Plot No- 256, Zone 2, M P Nagar, Bhopal - 462011, In Front Masarowar Complex",5,-9152431161,2,https://www.justdial.com/Bhopal/Taste-Of-Punjab-In-Front-Masarowar-Complex-M-P-Nagar/0755PX755-X755-180323204010-X5P9_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,Open 24 Hrs
Agrawals Rajbhog,"R 43, Zone 2, M P Nagar, Bhopal - 462011, Near Railway Track Behind Sargam Cinema (Map)",4.3,-400695,29,https://www.justdial.com/Bhopal/Agrawals-Rajbhog-Near-Railway-Track-Behind-Sargam-Cinema-M-P-Nagar/0755P7480-7480-150711210257-E4S9_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Amer Bakery Hut,"Shop No 10, Anmol Tower Commercial Complex, Bittan Market, Arera Colony, Bhopal - 462016, Opposite Devika Petrol Pump (Map)",4.3,-9152547965,495,https://www.justdial.com/BHOPAL/Amer-Bakery-Hut-Opposite-Devika-Petrol-Pump-Arera-Colony/0755P755STD5008_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,09:00 am - 10:30 pm
Hakeems Restaurant,"Hakeem Restaurant, Hoshangabad Road, Misrod, Bhopal - 462026, Aashima Mall, (Map)",4.5,-9152574427,1,https://www.justdial.com/Bhopal/Hakeems-Restaurant-Aashima-Mall-Misrod/0755PX755-X755-170714124950-R1S8_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,12:00 pm - 11:30 pm
K2 Club & Lounge,"Rooftop Rachna Trade Centre, Chunabhatti Road, Chunabhatti, Bhopal - 462016, Above Reliance Fresh (Map)",3.7,-9152305653,14,https://www.justdial.com/Bhopal/K2-Club-Lounge-Above-Reliance-Fresh-Chunabhatti/0755PX755-X755-180321142155-W3J6_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,10:00 am - 11:00 pm
Tilaks Chocolady Bakery & R..,"Plot Number-2, Trilochan Nagar, Trilanga, Bhopal - 462039, Near Bank Of Baroda (Map)",4.8,-9152574414,7,https://www.justdial.com/Bhopal/Tilaks-Chocolady-Bakery-Restaurant-Near-Bank-Of-Baroda-Trilanga/0755PX755-X755-170504202907-V4F7_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Daawat Restaurant,"Hotel Tilak R-85 Obedulaganj Road, Zone 2, M P Nagar, Bhopal - 462011, Opposite Railway Line (Map)",4.6,-9152658658,23,https://www.justdial.com/Bhopal/Daawat-Restaurant-Opposite-Railway-Line-M-P-Nagar/0755PX755-X755-170517010604-F3H5_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,Open 24 Hrs
The Highway Kitchen,"KRV Tower 393/1, Houshangabad Road, Danish Nagar, Bagh Swaniya, Bhopal - 462026, Near Ashima Mall (Map)",5,-9152949085,10,https://www.justdial.com/Bhopal/The-Highway-Kitchen-Near-Ashima-Mall-Bagh-Swaniya/0755PX755-X755-170925033503-F7A2_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,10:00 am - 11:30 pm
The Nest Restaurant,"The Nest Aakriti Ecocity, E-8, Extension, Bawadia Kalan, Bhopal - 462026, In Front of Aakriti Corporate Office (Map)",4.7,-9152646187,9,https://www.justdial.com/Bhopal/The-Nest-Restaurant-In-Front-of-Aakriti-Corporate-Office-Bawadia-Kalan/0755PX755-X755-170712135155-N4U8_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,09:00 am - 11:00 pm
Bake N Shake Coffee Pub & B..,"Rang Mahal Cinema Complex, T T Nagar, New Market, Bhopal - 462003 (Map)",4,-9152856965,69,https://www.justdial.com/Bhopal/Bake-N-Shake-Coffee-Pub-Bakary-Shoppe-New-Market/0755PX755-X755-130624103112-C8E6_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,10:00 am - 11:00 pm
Mandir Bhog,"Main Road, Bagh Swaniya, Bhopal - 462026, Near Virndavan Dhaba In Front Of Ashima Mall (Map)",4.3,-9152625790,22,https://www.justdial.com/Bhopal/Mandir-Bhog-Near-Virndavan-Dhaba-In-Front-Of-Ashima-Mall-Bagh-Swaniya/0755PX755-X755-161102184915-W2Y5_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:30 am - 11:30 pm
Cafe Hidden Paradise,"Shop No. 4 Amaltas Regency, Trilanga Road, Trilanga, Bhopal - 462039, Near Aura Mall (Map)",5,-9152621198,4,https://www.justdial.com/Bhopal/Cafe-Hidden-Paradise-Near-Aura-Mall-Trilanga/0755PX755-X755-171006080740-P8B8_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,10:00 am - 11:00 pm
Sagar Gaire Fast Food Corne..,"Shop No 33/34, Ground Floor, Platinum Plaza, Tt Nagar, Bhopal - 462003, Near Mata Mandir ,T T Nagar Stadiaam (Map)",4.1,-9152913020,32,https://www.justdial.com/Bhopal/Sagar-Gaire-Fast-Food-Corner-Near-Mata-Mandir-T-T-Nagar-Stadiaam-Tt-Nagar/0755PX755-X755-160519101700-D1P8_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Murga On Wheels,"Kasturba hospital road, Habibganj, Bhopal - 462024, In Front of Kasturba hospital (Map)",4.9,-9152602686,7,https://www.justdial.com/Bhopal/Murga-On-Wheels-In-Front-of-Kasturba-hospital-Habibganj/0755PX755-X755-170113095658-V6F2_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,12:00 pm - 11:30 pm
Murga On Wheels,"Kasturba hospital road, Habibganj, Bhopal - 462024, In Front of Kasturba hospital (Map)",4.9,-9152849183,7,https://www.justdial.com/Bhopal/Murga-On-Wheels-In-Front-of-Kasturba-hospital-Habibganj/0755PX755-X755-170113095658-V6F2_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,12:00 pm - 11:30 pm
Bapu Ki Kutia,"Rajbhavan Road, Tt Nagar, Bhopal - 462003, Roashanpura Naka (Map)",4.1,-422748,388,https://www.justdial.com/Bhopal/Bapu-Ki-Kutia-Roashanpura-Naka-Tt-Nagar/0755PX755-X755-110215204545-T9F6_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,10:00 am - 11:00 pm
Rice Bowl,"4/B Mezzanine Floor, A Block, Mansarovar Complex, Habib Ganj Railway Station, Bhopal - 462016, Near Habibganj Station (Map)",4.2,-428052,319,https://www.justdial.com/BHOPAL/Rice-Bowl-Near-Habibganj-Station-Habib-Ganj-Railway-Station/0755P755STD17416_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,12:00 pm - 11:00 pm
Hakeems Restaurant,"No E/5, CPA Building, Arera Colony, Bittan Market, Bhopal - 462003, Near Habibganj Police Station (Map)",4.1,-425882,317,https://www.justdial.com/BHOPAL/Hakeems-Restaurant-Near-Habibganj-Police-Station-Bittan-Market/0755P755STD20024_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 10:30 pm
10 Downing Street,"3rd Floor, Db City Mall, Arera Hills, Bhopal - 462011 (Map)",4.1,-252085,268,https://www.justdial.com/Bhopal/10-Downing-Street-Arera-Hills/0755PX755-X755-110620101523-L9R8_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,12:00 pm - 10:30 pm
Milan Restaurant,"189, M P Nagar, Bhopal - 462011, Zone I (Map)",4,-258308,247,https://www.justdial.com/BHOPAL/Milan-Restaurant-Zone-I-M-P-Nagar/0755P755STD20041_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,08:00 am - 11:00 pm
Vrindavan Dhaba,"Hoshangabad Road, Misrod, Bhopal - 462026, Ganesh Nagar, Near Ashima Mall, Opposite Chinar Fortune City (Map)",4,-9039422460,210,https://www.justdial.com/Bhopal/Vrindavan-Dhaba-Ganesh-Nagar-Near-Ashima-Mall-Opposite-Chinar-Fortune-City-Misrod/0755P755STD2600040_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Wind N Waves Restaurant,"Lake Drive Road, Van Vihar Road, Bhopal - 462002, Upper Lake (Map)",4.1,-266816,200,https://www.justdial.com/BHOPAL/Wind-N-Waves-Restaurant-Upper-Lake-Van-Vihar-Road/0755P755STD4614_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Hongkong Chinese Restaurant,"Building No 131/4, Mp Nagar Road, M P Nagar, Bhopal - 462011, Zone II, Near Pragati Petrol Pump (Map)",4.1,-427854,196,https://www.justdial.com/Bhopal/Hongkong-Chinese-Restaurant-Zone-II-Near-Pragati-Petrol-Pump-M-P-Nagar/0755P755STD709156_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Cafe Coffee Day,"Jal Tarang Building, Van Vihar Road, Bhopal - 462002, Lake Conservation Boat Club, Bada Talab, Next to Chief Minister Bunglow (Map)",4.3,-305220,179,https://www.justdial.com/Bhopal/Cafe-Coffee-Day-Lake-Conservation-Boat-Club-Bada-Talab-Next-to-Chief-Minister-Bunglow-Van-Vihar-Road/0755P7480-7480-110201104346-U5L7_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,09:00 am - 11:30 pm
Filfora Restaurant,"18, Bda Colony, Kohe Fiza, Bhopal - 462001, Opposite Kohe Fiza Hospital (Map)",4.1,-426356,138,https://www.justdial.com/BHOPAL/Filfora-Restaurant-Opposite-Kohe-Fiza-Hospital-Kohe-Fiza/0755P755STD90870_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Manohar Dairy & Restaurant,"132, Zone I, M P Nagar, Bhopal - 462011, Near Citi Bank & Jyoti Cineplex (Map)",4.3,-404704,135,https://www.justdial.com/Bhopal/Manohar-Dairy-Restaurant-Near-Citi-Bank-Jyoti-Cineplex-M-P-Nagar/0755PX755-X755-140825161141-C5L9_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,08:00 am - 10:30 pm
Lazeez Hakeem Hotel,"E-3/43, Arera Colony, Bhopal - 462016, 10 No Market, Between 10 & 11 No Stop (Map)",4.1,-425883,128,https://www.justdial.com/Bhopal/Lazeez-Hakeem-Hotel-10-No-Market-Between-10-11-No-Stop-Arera-Colony/0755PX755-X755-110325200053-E1Q2_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 03:00 pm 07:00 pm - 11:00 pm
Rice Bowl Thai & Chinese Re..,"Plot No 129, Raj Complex, Arera Colony, Bhopal - 462016, Near SBI Board, 11 No Stop (Map)",3.9,-257543,110,https://www.justdial.com/BHOPAL/Rice-Bowl-Thai-Chinese-Restaurant-Near-SBI-Board-11-No-Stop-Arera-Colony/0755P755STD90571_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 03:00 pm 06:00 pm - 11:00 pm
Pind Balluchi,"R 6, 3rd Floor, D B City Mall, M P Nagar, Bhopal - 462011, Near Board Office (Map)",4,-665074,108,https://www.justdial.com/Bhopal/Pind-Balluchi-Near-Board-Office-M-P-Nagar/0755PX755-X755-110125121706-Z3A9_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Time Out,"C/O Jain`s Hotel Rajhans, Plot No 268, M P Nagar, Bhopal - 462011, Zone 2, Near Sargam Talkies (Map)",4.1,-256646,106,https://www.justdial.com/BHOPAL/Time-Out-Zone-2-Near-Sargam-Talkies-M-P-Nagar/0755P755STD17207_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Arya Bhawan Restaurant,"Shop No 231, Chinar House, M P Nagar, Bhopal - 462011, Behind Sargam Cinema, Zone II (Map)",4.1,-427826,102,https://www.justdial.com/Bhopal/Arya-Bhawan-Restaurant-Behind-Sargam-Cinema-Zone-II-M-P-Nagar/0755PX755-X755-110616094708-E5Y5_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Lazeez Hakeem,"187/A, Zone 1, M P Nagar, Bhopal - 462011, Near D B Mall (Map)",4.1,-422886,98,https://www.justdial.com/bhopal/Lazeez-Hakeem-Near-D-B-Mall-M-P-Nagar/0755PX755-X755-130108130634-K4I6_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,none
Padharosa Cuisine Restauran..,"1 & 2, Ground Floor, Mansarovar Complex, Habibganj Road, Habibganj Road, Bhopal - 462016, Opposite Habibganj Railway Station (Map)",4,-429609,93,https://www.justdial.com/BHOPAL/Padharosa-Cuisine-Restaurant-Opposite-Habibganj-Railway-Station-Habibganj-Road/0755PX755-X755-120921173713-K6X4_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,none
Gossip Restaurant,"241/42, Dynamic Center, M P Nagar, Bhopal - 462011, Opposite Db City Mall, Zone 1 (Map)",3.8,-426926,88,https://www.justdial.com/Bhopal/Gossip-Restaurant-Opposite-Db-City-Mall-Zone-1-M-P-Nagar/0755PX755-X755-120220161913-E2E8_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Mayuri Restaurant,"42, Amaltas Phase I, Kolar Road, Chunabhatti, Bhopal - 462016, Opposite Bank Of India (Map)",4,-243156,84,https://www.justdial.com/Bhopal/Mayuri-Restaurant-Opposite-Bank-Of-India-Chunabhatti/0755PX755-X755-090627183936-D1W3_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Tulsi Exotic Hotel,,3.9,-422563,82,https://www.justdial.com/Bhopal/Tulsi-Exotic-Hotel-Zone-II-Near-Sargam-Tokies-M-P-Nagar/0755PX755-X755-101016102320-L3D1_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 03:00 pm 07:00 pm - 11:00 pm
Hakeems Restaurant,"Shop No 345, Ultimate Arcade, Lower Ground Floor, Kolar Road, Bhopal - 462042, Near Vishal Mega Mart (Map)",3.9,-429334,81,https://www.justdial.com/Bhopal/Hakeems-Restaurant-Near-Vishal-Mega-Mart-Kolar-Road/0755PX755-X755-130707171502-M6S9_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Indian Coffee House,"Shivaji Nagar, Bhopal - 462016, Opposite Board Office (Map)",4,-427789,75,https://www.justdial.com/BHOPAL/Indian-Coffee-House-Opposite-Board-Office-Shivaji-Nagar/0755P755STD4000191_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,Open 24 Hrs
Shan E Bhopal Rail Restaura..,,4.4,-266744,72,https://www.justdial.com/Bhopal/Shan-E-Bhopal-Rail-Restaurant-Opposite-Doordarshan-Premises-Shamla-Hills/0755PX755-X755-000536106608-P6O8_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,Open 24 Hrs
Arya Bhawan Sweet Shop,"231, Chinar House, M P Nagar, Bhopal - 462011, Behind Sargam Cinema,Zone II (Map)",4.2,-427826,71,https://www.justdial.com/BHOPAL/Arya-Bhawan-Sweet-Shop-Behind-Sargam-Cinema-Zone-II-M-P-Nagar/0755P755STD703928_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,09:00 am - 10:30 pm
Pizza In,"Kilol Park, Kamla Park Road, Bhopal - 462001, Opp Kilol Park Petrol Pump, Near Danish Ice Cream Parlour, (Map)",3.7,-9893298447,71,https://www.justdial.com/Bhopal/Pizza-In-Opp-Kilol-Park-Petrol-Pump-Near-Danish-Ice-Cream-Parlour-/0755PX755-X755-091028234430-M2H3_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,09:30 am - 11:00 pm
Rush N Bite,"C/O Platform No 1, Food Plaza, Aish Bagh, Bhopal - 462010, Bhopal Main Railway Station, Bajariya Police Station",3.5,-9630084909,70,https://www.justdial.com/Bhopal/Rush-N-Bite-Bhopal-Main-Railway-Station-Bajariya-Police-Station-Aish-Bagh/0755PX755-X755-111019094907-X1B7_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,06:00 am - 11:00 pm
Rajhans Thali Bhojnalaya,"C/O Jains` Hotel Rajhans`, Plot No. 268, Zone 2, M P Nagar, Bhopal - 462011, Near Sargam Cinema (Map)",4.1,-404004,61,https://www.justdial.com/bhopal/Rajhans-Thali-Bhojnalaya-Near-Sargam-Cinema-M-P-Nagar/0755PX755-X755-130403124841-F3L6_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 03:30 pm 06:30 pm - 10:30 pm
Tapti Restaurant,"44, Gtb Complex, Tt Nagar, Bhopal - 462003, Opposite Vivekanand Library,Roshanpura Choraha (Map)",3.9,-256019,61,https://www.justdial.com/BHOPAL/Tapti-Restaurant-Opposite-Vivekanand-Library-Roshanpura-Choraha-Tt-Nagar/0755P755STD17213_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Golden Oak Restaurant & Bar,"National Highway No 12, Hoshangabad Road, Bhopal - 462011, Opposite Shree Ram Colony",4.1,-250579,60,https://www.justdial.com/Bhopal/Golden-Oak-Restaurant-Bar-Opposite-Shree-Ram-Colony-Hoshangabad-Road/0755PX755-X755-111025100905-Z4Q2_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Thus Restaurant,"Shymala Hills, Shamla Hills, Bhopal - 462013 (Map)",4,-422842,57,https://www.justdial.com/Bhopal/Thus-Restaurant-Shamla-Hills/0755PX755-X755-171203071417-Z6Y4_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,Open 24 Hrs
Hotel Sudarshan Palace,,3.6,-427568,57,https://www.justdial.com/Bhopal/Hotel-Sudarshan-Palace-Behind-Sargam-Talkies-M-P-Nagar/0755PX755-X755-130401130014-V2D3_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,07:00 am - 11:00 pm
Hakeems Restaurant,"Plot No 129, Abdul-abbas, M P Nagar, Bhopal - 462011, Near SBI Bank, Behind Pragati Petrol Pump, Zone-II (Map)",4.1,-423998,53,https://www.justdial.com/Bhopal/Hakeems-Restaurant-Near-SBI-Bank-Behind-Pragati-Petrol-Pump-Zone-II-M-P-Nagar/0755PX755-X755-130826180031-N6H5_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Dana Pani Restaurant,"Plot No E/8, Arera Colony, Bhopal - 462039, Near Hi Tech City & 12 No Bus Stop (Map)",3.6,-243389,47,https://www.justdial.com/BHOPAL/Dana-Pani-Restaurant-Near-Hi-Tech-City-12-No-Bus-Stop-Arera-Colony/0755P755STD4711_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Malgudi Hotel And Restauran..,"adampur chavani, raisen road, Raisen Road, Bhopal - 462022, Malgudi Fort, Opposite Ln City College, Adampur,near ion digital zone (Map)",3.8,-9152564228,44,https://www.justdial.com/Bhopal/Malgudi-Hotel-And-Restaurant-Malgudi-Fort-Opposite-Ln-City-College-Adampur-near-ion-digital-zone-Raisen-Road/0755PX755-X755-090421224152-C9K2_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 12:00 am
Chi Kitchen,"T-12/13, Food Court, DB City Mall, Hoshangabad Road, M P Nagar, Bhopal - 462011, Board Office,Courty Yard Marrit (Map)",4.2,-665111,43,https://www.justdial.com/bhopal/Chi-Kitchen-Board-Office-Courty-Yard-Marrit-M-P-Nagar/0755PX755-X755-160513140823-J8V5_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Picnik Pure Veg Family Rest..,"C 1 234 5, Mpsrtc, City Depot, Shopping Complex, Shyamla Hill Road, Jawahar Chowk, Bhopal - 462003, Near Bharat Mata Chauraha (Map)",3.8,-423486,41,https://www.justdial.com/bhopal/Picnik-Pure-Veg-Family-Restaurants-Near-Bharat-Mata-Chauraha-Jawahar-Chowk/0755PX755-X755-130108132132-C8I1_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Bumchik Restaurant,"31, Raisen Road, Indrapuri, Bhopal - 462023, Opposite Bhel Gate No 1, Sector A (Map)",3.8,-258714,38,https://www.justdial.com/BHOPAL/Bumchik-Restaurant-Opposite-Bhel-Gate-No-1-Sector-A-Indrapuri/0755P755STD709151_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Angeethi Restaurant,"Kilol Park, Shamla Hills, Bhopal - 462013, Near Petrol Pump (Map)",3.4,-424431,38,https://www.justdial.com/Bhopal/Angeethi-Restaurant-Near-Petrol-Pump-Shamla-Hills/0755PX755-X755-120606180347-C6Y9_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Spice Ring Restaurant,"E 5, Garden Estate Plaza, Airport Gandhinagar Road, Bhopal - 462003, Near Colonels Corner",4.1,-253471,37,https://www.justdial.com/Bhopal/Spice-Ring-Restaurant-Near-Colonels-Corner/0755PX755-X755-130118114614-V1L7_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,12:30 pm - 11:00 pm
Windz Cafe & Restaurant,"Roof Top, G M Towers, 10 Number Market, Arera Colony, Bhopal - 462016 (Map)",3.9,-406219,37,https://www.justdial.com/Bhopal/Windz-Cafe-Restaurant-Arera-Colony/0755PX755-X755-121205144217-D5R4_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 10:00 pm
Surya Hotel,"Hamidiya Road, Hamidia Road, Bhopal - 462001, Near Sangam Talkies (Map)",4.4,-274834,36,https://www.justdial.com/Bhopal/Surya-Hotel-Near-Sangam-Talkies-Hamidia-Road/0755P755STD703609_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,Open 24 Hrs
Sharma And Vishnu Fast Food..,"Shop No 6/7/9, Surendra Landmark, Hoshangabad Road, Bhopal - 462011, Near Ashima Mall",4.1,-9111016882,36,https://www.justdial.com/Bhopal/Sharma-And-Vishnu-Fast-Food-Corner-Near-Ashima-Mall-Hoshangabad-Road/0755PX755-X755-160319140149-Q9M1_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,10:00 am - 10:00 pm
Hotel Kalindi Palace,,3.8,-255670,34,https://www.justdial.com/BHOPAL/Hotel-Kalindi-Palace-Behind-Panchanan-Building-Malviya-Nagar-New-Market/0755P755STD20029_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,Open 24 Hrs
