Taste Of India,"L 1, Radhekrishna Shopping Complex, Zone II, M P Nagar, Bhopal - 462011, Behind Sargam Cinema (Map)",4.1,-9152607352,354,https://www.justdial.com/BHOPAL/Taste-Of-India-Behind-Sargam-Cinema-M-P-Nagar/0755P755STD17215_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,08:00 am - 11:00 pm
Subway Restaurant,"Food Court, 3rd Floor, Db City Mall, Arera Colony, Bhopal - 462016, Opposite M P Nagar (Map)",4,-665110,33,https://www.justdial.com/Bhopal/Subway-Restaurant-Opposite-M-P-Nagar-Arera-Colony/0755PX755-X755-130615131354-Z8H5_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Kwality Restaurant,"Tt Nagar, Bhopal - 462003, New Market (Map)",3.7,-256138,33,https://www.justdial.com/BHOPAL/Kwality-Restaurant-New-Market-Tt-Nagar/0755P755STD17195_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,09:30 am - 11:00 pm
Bawarchi Restaurant,"Gulmohar Colony, Hoshangabad Road, Bhopal - 462011, Before Aashima Mall,Side Of C.I Hyundai",4,-9893293702,31,https://www.justdial.com/Bhopal/Bawarchi-Restaurant-Before-Aashima-Mall-Side-Of-C-I-Hyundai-Hoshangabad-Road/0755PX755-X755-150303121946-I3Z3_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 10:30 pm
Khan Sahab Restaurant & Fas..,"Khan Sahab, Bhopal Talkies Road, Hamidia Road, Bhopal - 462001, Near Model Ground (Map)",4.4,-9229332409,30,https://www.justdial.com/Bhopal/Khan-Sahab-Restaurant-Fast-Food-Near-Model-Ground-Hamidia-Road/0755PX755-X755-150923130049-L7H8_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Sagar Restaurant,"Plot No.-73, M P Nagar Zone -1, Zone 1, M P Nagar, Bhopal - 462011, Near City Bank (Map)",4.3,-256117,30,https://www.justdial.com/Bhopal/Sagar-Restaurant-Near-City-Bank-M-P-Nagar/0755PX755-X755-000999391645-S2V5_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,Open 24 Hrs
Moti Mahal Delux,"2nd Floor, Shop No 1, Aashima Mall, Hoshangabad Road, Bhopal - 462011, Aashima Mall (Map)",4.3,-405994,29,https://www.justdial.com/Bhopal/Moti-Mahal-Delux-Aashima-Mall-Hoshangabad-Road/0755PX755-X755-120905161238-J5D8_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Bawarchi Restaurant,"Gulmohar Colony, Hoshangabad Road, Bhopal - 462011, Before Aashima Mall,Side Of C.I Hyundai",4,-7509855521,31,https://www.justdial.com/Bhopal/Bawarchi-Restaurant-Before-Aashima-Mall-Side-Of-C-I-Hyundai-Hoshangabad-Road/0755PX755-X755-150303121946-I3Z3_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 10:30 pm
Kareems Restaurant,"A 1, Gtbc Complex, Tt Nagar, Bhopal - 462003, New Market (Map)",3.9,-401774,27,https://www.justdial.com/Bhopal/Kareems-Restaurant-New-Market-Tt-Nagar/0755PX755-X755-130116173540-H5B9_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,01:00 pm - 11:00 pm
Bay Leaf,,3.7,-310308,27,https://www.justdial.com/Bhopal/Bay-Leaf-Arera-Hills/0755PX755-X755-150507183658-N7D3_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,07:00 pm - 11:30 pm
Da Pizzeria,"177, Zone 2, M P Nagar, Bhopal - 462011, Mp Nagar, Near Time Coaching Center (Map)",4.1,-426197,27,https://www.justdial.com/Bhopal/Da-Pizzeria-Mp-Nagar-Near-Time-Coaching-Center-M-P-Nagar/0755PX755-X755-150529141634-L7W4_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Goli Vada Pav,"Plot No 131/13, M P Nagar, Bhopal - 462011, Zone 2 (Map)",4.1,-420763,26,https://www.justdial.com/Bhopal/Goli-Vada-Pav-Zone-2-M-P-Nagar/0755PX755-X755-120629155413-W6Z1_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,07:00 am - 10:00 pm
La Kuchina (jehan Numa Pala..,"C/O Jehan Numa Palace Hotel, Plot No 157, Shamla Hills, Bhopal - 462013 (Map)",4.7,-266774,25,https://www.justdial.com/Bhopal/La-Kuchina-(jehan-Numa-Palace-Hotel)-Shamla-Hills/0755PX755-X755-000076956174-H2C8_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,12:00 pm - 03:00 pm 07:30 pm - 11:00 pm
Siyaram Tyres,"Main Road, Hoshangabad Road, Bhopal - 462011, Near Bagsewania Thana & Nilay Hospital",4.3,-9752174292,25,https://www.justdial.com/Bhopal/Siyaram-Tyres-Near-Bagsewania-Thana-Nilay-Hospital-Hoshangabad-Road/0755PX755-X755-150620232513-D3D3_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,10:00 am - 08:30 pm
Shahi Haveli Bar & Restaura..,"238, M P Nagar, Bhopal - 462011, Opposite Db City Mall, Zone No 1 (Map)",4,-405179,25,https://www.justdial.com/Bhopal/Shahi-Haveli-Bar-Restaurant-Opposite-Db-City-Mall-Zone-No-1-M-P-Nagar/0755PX755-X755-130903120102-L5P7_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 12:00 am
Cafelicious,"Shop no.207, Sai baba complex, 1st floor, 0, M P Nagar, Bhopal - 462011, Beside hotel residency (Map)",4.8,-9152960284,24,https://www.justdial.com/Bhopal/Cafelicious-Beside-hotel-residency-M-P-Nagar/0755PX755-X755-170909163032-Z8S9_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Cafelicious,"Shop no.207, Sai baba complex, 1st floor, 0, M P Nagar, Bhopal - 462011, Beside hotel residency (Map)",4.8,-491163,24,https://www.justdial.com/Bhopal/Cafelicious-Beside-hotel-residency-M-P-Nagar/0755PX755-X755-170909163032-Z8S9_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Al- Beik Fast Food Corner,"Plot No 9 Zone -1, Ram Gopal Maheshwari Marg, M P Nagar, Bhopal - 462011, Near Manohar Dairy (Map)",4.3,-493401,24,https://www.justdial.com/Bhopal/Al-Beik-Fast-Food-Corner-Near-Manohar-Dairy-M-P-Nagar/0755PX755-X755-140709154456-E9S6_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,10:30 am - 10:00 pm
Amar Jyot Restaurant,"37, Shahajanabad, Bhopal - 462001, Opposite Sultania Girls School (Map)",4.1,-268659,24,https://www.justdial.com/Bhopal/Amar-Jyot-Restaurant-Opposite-Sultania-Girls-School-Shahajanabad/0755PX755-X755-120130124358-T3R7_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,12:00 pm - 12:00 am
Himalaya Restaurant,"Hoshangabad Road, Bhopal - 462011, Ganesh Nagar, Near Paragati Petrol Pump, Opposite Aashima Mall",4.1,-9926640798,24,https://www.justdial.com/Bhopal/Himalaya-Restaurant-Ganesh-Nagar-Near-Paragati-Petrol-Pump-Opposite-Aashima-Mall-Hoshangabad-Road/0755PX755-X755-120216021658-E1G4_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
New Inn Restaurant,"Plot No 28, Bhadbhada Road, Tt Nagar, Bhopal - 462003, Near P T Jewellers (Map)",4,-423041,23,https://www.justdial.com/Bhopal/New-Inn-Restaurant-Near-P-T-Jewellers-Tt-Nagar/0755PX755-X755-140611150034-M7R3_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,09:30 am - 11:00 pm
Mandir Bhog,"Surendra Landmark, C-11, Rajbhawan Road, Misrod, Bhopal - 462026, Opposite Vrindavan Dhaba, Near Ashima Mall (Map)",4.3,-656119,22,https://www.justdial.com/bhopal/Mandir-Bhog-Opposite-Vrindavan-Dhaba-Near-Ashima-Mall-Misrod/0755PX755-X755-140214125430-Y4M8_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,10:00 am - 11:00 pm
Saffron Restaurant,"Shop No 85, First Floor, Mp Nagar Road, M P Nagar, Bhopal - 462011, Opposite Jyoti Talkies & Raymond Showroom, Zone 2 (Map)",4.5,-428219,21,https://www.justdial.com/Bhopal/Saffron-Restaurant-Opposite-Jyoti-Talkies-Raymond-Showroom-Zone-2-M-P-Nagar/0755PX755-X755-150722151732-X2J1_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 03:00 pm 07:00 pm - 11:00 pm
Amulya Restaurant & Garden,"E-8, Main Road, Arera Colony, Bhopal - 462016, 12 No Bus Stop (Map)",4.1,-243378,21,https://www.justdial.com/BHOPAL/Amulya-Restaurant-Garden-12-No-Bus-Stop-Arera-Colony/0755PX755-X755-000103168543-H1N4_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 12:00 am
Sakshi Dhaba,"Bhadbhada Road, Kerwa Dam, Bhopal - 462044, New Kerwa Tiraha, Berkhedi Kalan (Map)",4,-270329,21,https://www.justdial.com/Bhopal/Sakshi-Dhaba-New-Kerwa-Tiraha-Berkhedi-Kalan-Kerwa-Dam/0755PX755-X755-131122165118-I6E8_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,12:00 am - 11:59 pm
Cowboy Restaurant,"Plot No 12, Upper First Floor, Habibganj Road, Bhopal - 462016, Opposite Habibganj Metro Thana, Bittan Market (Map)",3.9,-427714,21,https://www.justdial.com/Bhopal/Cowboy-Restaurant-Opposite-Habibganj-Metro-Thana-Bittan-Market-Habibganj-Road/0755PX755-X755-140507153207-J3U8_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,12:00 pm - 11:00 pm
Cafe Cabana,"C/O Hotel Lake View Ashok, Shamla Hills, BHOPAL - 462013, Opposite Doordarshan Premises",3.7,-266673,21,https://www.justdial.com/Bhopal/Cafe-Cabana-Opposite-Doordarshan-Premises-Shamla-Hills/0755PX755-X755-110826154356-H3B2_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,Open 24 Hrs
Sukoon Cafe,"Plot No.-146, Basements, Zone-1, M P Nagar, Bhopal - 462011, Behind Fortune Builders, (Map)",4.8,-400785,24,https://www.justdial.com/Bhopal/Sukoon-Cafe-Behind-Fortune-Builders-M-P-Nagar/0755PX755-X755-170121124548-N7K8_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Under The Mango Tree (Jehan..,,4.2,-266774,19,https://www.justdial.com/Bhopal/Under-The-Mango-Tree-(Jehan-Numa-Palace-Hotel)-Shamla-Hills/0755PX755-X755-000323963036-O0M3_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,07:30 pm - 11:00 pm
Kebabsville - Sayaji Hotel,"A-3, Van Vihar Road, Prempura, Tt Nagar, Bhopal - 462002 (Map)",4.4,-277441,19,https://www.justdial.com/Bhopal/Kebabsville-Sayaji-Hotel-Tt-Nagar/0755PX755-X755-171017190358-D9L3_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,07:00 pm - 11:00 pm
Hideout,"10 Kabeer Dham, Airport Road, Air Port, Bhopal - 462030, Near Spice Ring, Garden Estate Society (Map)",4,-9753944639,19,https://www.justdial.com/bhopal/Hideout-Near-Spice-Ring-Garden-Estate-Society-Air-Port/0755PX755-X755-160827150905-B3Z5_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,12:00 pm - 11:30 pm
Greek Food & Beyond,"R 8 3rd Floor, D B City Mall, M P Nagar, Bhopal - 462011, Near Board Office, Arera Hills (Map)",3.8,-665074,19,https://www.justdial.com/Bhopal/Greek-Food-Beyond-Near-Board-Office-Arera-Hills-M-P-Nagar/0755PX755-X755-110208081815-K1Q3_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,12:00 pm - 10:30 pm
New Sharma Fast Food,"C-60, Mp Nagar Road, M P Nagar, Bhopal - 462011, Opposite Chetak Bridge, Zone-1 (Map)",4.4,-9584453646,18,https://www.justdial.com/Bhopal/New-Sharma-Fast-Food-Opposite-Chetak-Bridge-Zone-1-M-P-Nagar/0755PX755-X755-161112190407-I7W4_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,10:00 am - 11:00 pm
Padharo Sa Restaurant,"2 & 3, Food Court, D B Mall, M P Nagar, Bhopal - 462011, Maharana Pratap Nagar (Map)",4.1,-9303697411,18,https://www.justdial.com/Bhopal/Padharo-Sa-Restaurant-Maharana-Pratap-Nagar-M-P-Nagar/0755PX755-X755-150608153317-H4Q1_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Afgan Hotel,"House No 28, 29, hosi majjit road, Peergate, Bhopal - 462001, Ahata Khan Sahab , (Map)",4.1,-9300816368,18,https://www.justdial.com/Bhopal/Afgan-Hotel-Ahata-Khan-Sahab-Peergate/0755PX755-X755-110112145209-Q7B4_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,10:00 am - 01:00 pm
Hakeem Hotel,"C T Nagar Thana, Main Road, New Market, Bhopal - 462003 (Map)",3.9,-9826885200,18,https://www.justdial.com/bhopal/Hakeem-Hotel-New-Market/0755PX755-X755-130110133008-G5A3_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,09:00 am - 10:00 pm
Sankalp Restaurant,"Shop No 85, M P Nagar, Bhopal - 462011, Zone No 2, Opposite Lemon Showroom (Map)",3.7,-326219,18,https://www.justdial.com/bhopal/Sankalp-Restaurant-Zone-No-2-Opposite-Lemon-Showroom-M-P-Nagar/0755PX755-X755-151121133452-G2U5_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Rubaab Restaurant,"Shop 86 IBD Centre Point, Gulmohar Colony, Bhopal - 462039, Indus Garden Near Mahindra Fuel Point , Bawadiya Kalan (Map)",4.4,-405731,17,https://www.justdial.com/Bhopal/Rubaab-Restaurant-Indus-Garden-Near-Mahindra-Fuel-Point-Bawadiya-Kalan-Gulmohar-Colony/0755PX755-X755-141209172224-U6P7_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Saaajri Dhani Hotel And Res..,"245, Salaiya, Misrod, Misrod, Bhopal - 462026, Behind Aakrati Green Multistorey Building (Map)",4.3,-9425016515,17,https://www.justdial.com/BHOPAL/Saaajri-Dhani-Hotel-And-Restaurant-Behind-Aakrati-Green-Multistorey-Building-Misrod/0755PX755-X755-130325174329-F1G6_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Amar Hotel,"Plot No 256, M P Nagar, Bhopal - 462011, Besides Hotel Ganpati, Zone 2 (Map)",4.1,-255674,17,https://www.justdial.com/Bhopal/Amar-Hotel-Besides-Hotel-Ganpati-Zone-2-M-P-Nagar/0755PX755-X755-101125200347-P7Q3_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,12:00 pm - 11:00 pm
7 Course Restaurant,"Shop No 4, K K Platinum, Arera Colony, Bhopal - 462039, Opposite Aura Mall, Gulmohar (Map)",4,-401906,16,https://www.justdial.com/Bhopal/7-Course-Restaurant-Opposite-Aura-Mall-Gulmohar-Arera-Colony/0755PX755-X755-161013171746-Y7Q1_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Agrawal Puri Bhandar,"Marwari Road, Chowk Bazaar, Bhopal - 462001, Sarafa Chowk Bazaar & (Map)",3.9,-9993168353,16,https://www.justdial.com/BHOPAL/Agrawal-Puri-Bhandar-Sarafa-Chowk-Bazaar-Chowk-Bazaar/0755P755STD709146_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,10:30 am - 10:00 pm
Aachman Restaurant,"Khajuri Bypass Square, Raisen Road, Bhopal - 462022, Near Khajuri Bagh (Map)",3.6,-280782,16,https://www.justdial.com/Bhopal/Aachman-Restaurant-Near-Khajuri-Bagh-Raisen-Road/0755P7480-7480-121106191124-B4G1_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,09:00 am-11:00 pm
E Square Family Restaurant,"E 8/2-3, Arera Colony, Bhopal - 462016, Near Dena Bank, 12 No Bus Stop (Map)",4.4,-404064,15,https://www.justdial.com/Bhopal/E-Square-Family-Restaurant-Near-Dena-Bank-12-No-Bus-Stop-Arera-Colony/0755PX755-X755-150320134501-E7X5_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Angathi Restaurant And Fast..,"Shaml Road, Near Kilol Petrol Pump, Bhopal - 462001",4,-224431,15,https://www.justdial.com/Bhopal/Angathi-Restaurant-And-Fast-Food/0755PX755-X755-100824113026-A4M8_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 03:00 pm 07:00 pm - 11:00 pm
E Beedu,"4/4 Rantham More Complex, M P Nagar, Bhopal - 462011, Zone 1, Near Shree Vatika Hotel (Map)",3.6,-645104,15,https://www.justdial.com/Bhopal/E-Beedu-Zone-1-Near-Shree-Vatika-Hotel-M-P-Nagar/0755PX755-X755-130724120051-M3G2_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 03:00 pm 07:00 pm - 10:00 pm
Kukuz Curry,"Shop No 393, 0, Hoshangabad Road, Bhopal - 462011, Near Aashima Mall (Map)",3.1,-9152635316,15,https://www.justdial.com/Bhopal/Kukuz-Curry-Near-Aashima-Mall-Hoshangabad-Road/0755PX755-X755-140217160740-N4E7_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,Open 24 Hrs
Sharma Chinese And Fast Foo..,"Shop No. 45-46, Platinum Plaza, New Market, Mata Mandir, Tt Nagar, Bhopal - 462003 (Map)",4.5,-7554233949,14,https://www.justdial.com/bhopal/Sharma-Chinese-And-Fast-Food-Tt-Nagar/0755PX755-X755-140709174231-K6R7_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,09:30 am - 08:30 pm
Ustad Chote Nawab Restauran..,"Shop No 57, Chetak Bridge Road, Kasturba Nagar, Bhopal - 462024, Kasturba Market, Opposite Kasturba Hospital (Map)",4.4,-9301975488,14,https://www.justdial.com/Bhopal/Ustad-Chote-Nawab-Restaurants-Kasturba-Market-Opposite-Kasturba-Hospital-Kasturba-Nagar/0755P7480-7480-120612160150-N2M6_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,02:00 pm - 11:00 pm
Jameel Restaurant,"Ibrahimganj, Bhopal - 462001, Behind Nadra Bus Stand, Israni Market (Map)",3.7,,14,https://www.justdial.com/Bhopal/Jameel-Restaurant-Behind-Nadra-Bus-Stand-Israni-Market-Ibrahimganj/0755PX755-X755-150729190925-H3E6_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,Open 24 Hrs
Murga On The Wheel,"Shop No. 1, 6 No. Market, Shivaji Nagar, Bhopal - 462016, In Front Of Hawkers Corner (Map)",4.6,-9303117662,13,https://www.justdial.com/Bhopal/Murga-On-The-Wheel-In-Front-Of-Hawkers-Corner-Shivaji-Nagar/0755PX755-X755-130720170745-D1T6_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,07:00 am - 11:00 pm
Ckc- Chai Ki Chuski,"Shop No.2 Green City Mall, Gulmohar Colony, Bhopal - 462039, Near Reliance Fresh (Map)",3.9,-435674,13,https://www.justdial.com/Bhopal/Ckc-Chai-Ki-Chuski-Near-Reliance-Fresh-Gulmohar-Colony/0755PX755-X755-140429153812-T1M3_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,10:00 am - 11:00 pm
Mark Restaurants,",",3.9,-250658,13,https://www.justdial.com/BHOPAL/Mark-Restaurants-Near-Misrod-Station-Hoshangabad-Road/0755P755STD2700387_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,12:00 pm - 04:00 pm 05:00 pm - 11:00 pm
Maybe There,"4th Floor, 10th Cross Road Building, 10th Main Road, Arera Colony, Bhopal - 462016, Above Vishal Fitness Centre & (Map)",3.8,-423097,13,https://www.justdial.com/bhopal/Maybe-There-Above-Vishal-Fitness-Centre-Arera-Colony/0755PX755-X755-160804113652-A8U6_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,12:30 pm - 12:30 am
Kanha Dham Radha Ki Dhani R..,"C/O Kanha Dham Radha Ki Dhani, Bhopal Indore Express Highway, Tilakhedi Jod Road-Fanda, Bhopal - 462030 (Map)",4.4,-280694,12,https://www.justdial.com/Bhopal/Kanha-Dham-Radha-Ki-Dhani-Restaurant-Tilakhedi-Jod-Road-Fanda/0755PX755-X755-131009155809-X4B1_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,02:00 pm - 11:00 pm
Jhankar The Amer Discothequ..,,3.9,-427875,12,https://www.justdial.com/BHOPAL/Jhankar-The-Amer-Discotheque-Zone-I-M-P-Nagar/0755PX755-X755-001138959796-P3S7_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,07:00 pm - 11:00 pm
Sheesha Sky Lounge,"Ashima Mall, 3rd Floor, Hoshangabad Road, Bhopal - 462011 (Map)",4.2,-405997,11,https://www.justdial.com/Bhopal/Sheesha-Sky-Lounge-Hoshangabad-Road/0755PX755-X755-140911194018-G2B8_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,12:00 pm - 11:30 pm
Momo Cafe,"C/O Courtyard By Marriot, Db City Mall, Arera Hills, Bhopal - 462011, M P Nagar (Map)",4.2,-310308,11,https://www.justdial.com/Bhopal/Momo-Cafe-M-P-Nagar-Arera-Hills/0755PX755-X755-130204124628-K1G7_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,06:00 am - 11:00 pm
Zayka Hyderabadi Restaurant,"222, M P Nagar, Bhopal - 462011, Chetak Bridge, Zone 2, Behind Sargam Cinema (Map)",4,,11,https://www.justdial.com/Bhopal/Zayka-Hyderabadi-Restaurant-Chetak-Bridge-Zone-2-Behind-Sargam-Cinema-M-P-Nagar/0755PX755-X755-120131162117-V3S8_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Nerbada Sweets & Restaurant,"Shop No 62, Krishna Plaza, Indore Road, Bairagarh, Bhopal - 462030, Near Santji Kutiya, Hemu Kalani (Map)",4.5,-265119,10,https://www.justdial.com/bhopal/Nerbada-Sweets-Restaurant-Near-Santji-Kutiya-Hemu-Kalani-Bairagarh/0755PX755-X755-140717173602-X3K4_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,11:00 am - 11:00 pm
Balveer Da Punjabi Dhaba,"108, 80 Feet Road, Ashoka Garden, Bhopal - 462023, Near Hotel Maanpreet (Map)",4.3,-9893990779,10,https://www.justdial.com/Bhopal/Balveer-Da-Punjabi-Dhaba-Near-Hotel-Maanpreet-Ashoka-Garden/0755PX755-X755-110307133855-I3T6_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,09:30 am - 11:00 pm
Lake City Pride Garden & Re..,"Lake City Pride, Sehore Naka Road, Bairagarh, Bhopal - 462030, Near Muskan Garden (Map)",4.1,-424815,10,https://www.justdial.com/Bhopal/Lake-City-Pride-Garden-Restaurant-Near-Muskan-Garden-Bairagarh/0755PX755-X755-160405162444-P4M6_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,Open 24 Hrs
My Foods,"S-31, GTB Complex, New Market, Bhopal - 462003, Behind Central Bank Of India (Map)",4.1,-9770009927,10,https://www.justdial.com/Bhopal/My-Foods-Behind-Central-Bank-Of-India-New-Market/0755PX755-X755-150428220352-X8P9_BZDET?xid=QmhvcGFsIFJlc3RhdXJhbnRz,12:00 am - 08:00 pm
